,Roof_T,Roof_C1,geometry
243,Gable,Good,"POLYGON ((-10834698.5619 3846583.152900003, -10834716.2707 3846589.612000003, -10834714.0434 3846595.718500003, -10834718.318 3846597.277599998, -10834715.4225 3846605.2161, -10834697.103 3846598.534199998, -10834700.6667 3846588.763800003, -10834697.0028 3846587.4274, -10834698.5619 3846583.152900003))"
244,Gable,Good,"POLYGON ((-10834852.1299 3846607.568800002, -10834851.386 3846603.835000001, -10834850.0229 3846604.0317, -10834848.6162 3846589.933799997, -10834864.3325 3846588.8226, -10834864.65 3846591.547799997, -10834873.0579 3846591.204000004, -10834874.519 3846602.686800003, -10834865.471 3846603.395000003, -10834865.92 3846606.840700001, -10834852.1299 3846607.568800002))"
245,Hip,Good,"POLYGON ((-10834655.8046 3846589.054800004, -10834682.3335 3846596.110400006, -10834676.86435016 3846611.634607688, -10834669.16495976 3846608.975539871, -10834667.9401 3846612.408799998, -10834660.33282741 3846609.94756528, -10834661.26713146 3846606.633972682, -10834648.04193899 3846601.964521334, -10834650.51179744 3846594.172072753, -10834653.81200572 3846595.25534723, -10834655.71087034 3846595.87863867, -10834656.06805855 3846594.926136769, -10834654.15213824 3846594.19692415, -10834655.8046 3846589.054800004))"
246,Gable,Good,"POLYGON ((-10834801.56234216 3846616.736756325, -10834801.34296369 3846610.862149797, -10834800.80647786 3846610.842046812, -10834800.65831089 3846608.196208179, -10834801.24251136 3846608.172195926, -10834801.18425411 3846606.612159394, -10834797.90182442 3846606.682569541, -10834797.68339263 3846599.629847437, -10834797.57109459 3846598.879991435, -10834808.57778328 3846597.980406307, -10834816.4376 3846597.749400005, -10834817.04168968 3846605.306536682, -10834814.05202339 3846605.354358561, -10834813.96735656 3846607.725029968, -10834814.57837083 3846607.715076104, -10834815.02304617 3846607.707832016, -10834815.15381969 3846611.932355382, -10834815.65143284 3846615.579201929, -10834801.56234216 3846616.736756325))"
247,Gable,Good,"POLYGON ((-10834769.3618 3846606.48650001, -10834769.10201348 3846607.554202534, -10834766.18324635 3846616.698920839, -10834766.83188705 3846616.884246767, -10834767.47970728 3846617.069338255, -10834765.06670246 3846624.139019065, -10834752.7871 3846619.531600006, -10834753.7971 3846616.442500003, -10834750.708 3846615.432499997, -10834752.728 3846609.254400007, -10834749.0211 3846608.04240001, -10834751.4451 3846600.628600016, -10834769.3618 3846606.48650001))"
248,Gable,Good,"POLYGON ((-10834706.69657023 3846626.728308938, -10834692.17091612 3846621.608611181, -10834694.23467026 3846614.306096539, -10834689.90872409 3846612.242342405, -10834692.92498014 3846603.233261853, -10834710.4416 3846608.830799997, -10834709.2296 3846612.537699997, -10834711.49876735 3846613.432969801, -10834706.69657023 3846626.728308938))"
249,Gable,Good,"POLYGON ((-10834646.60292406 3846625.145781301, -10834644.93537738 3846624.617502734, -10834644.39583122 3846625.41060748, -10834641.87170117 3846624.362855382, -10834642.14026013 3846623.732009962, -10834641.2324 3846623.444399998, -10834643.3917 3846616.628300004, -10834640.2935 3846615.646800004, -10834642.6491 3846608.21100001, -10834655.0421 3846612.137100011, -10834660.89203228 3846614.114273287, -10834655.86113195 3846628.588259667, -10834649.37882731 3846626.630339079, -10834649.51280535 3846626.067631297, -10834649.64341118 3846625.519086853, -10834646.75944707 3846624.619501725, -10834646.60292406 3846625.145781301))"
250,Gable,Good,"POLYGON ((-10834809.5446 3846639.686399996, -10834791.25613924 3846638.572421543, -10834791.53130646 3846631.502740733, -10834796.2802177 3846631.444970079, -10834796.61131663 3846623.668412566, -10834792.05385959 3846623.591242276, -10834792.05385959 3846620.257485606, -10834816.66015882 3846620.998320416, -10834815.866 3846630.235200003, -10834810.023 3846629.948100008, -10834809.5446 3846639.686399996))"
251,Gable,Good,"POLYGON ((-10834593.75259279 3846617.75703676, -10834592.34746253 3846623.540130652, -10834592.62370165 3846623.596623108, -10834591.3931 3846627.46800001, -10834587.0716 3846625.924600005, -10834590.1643 3846615.341200016, -10834588.4386 3846614.415200002, -10834590.8421703 3846605.553106084, -10834605.39428277 3846609.588009998, -10834601.9912 3846619.627300002, -10834593.75259279 3846617.75703676))"
252,Gable,Good,"POLYGON ((-10834533.75001185 3846638.472650073, -10834534.32408054 3846637.093376704, -10834547.85093055 3846641.789740272, -10834547.190127 3846643.443598263, -10834544.26394507 3846652.636686482, -10834542.74781792 3846652.09881188, -10834542.62352512 3846652.451477781, -10834538.70768394 3846651.313767157, -10834538.87787995 3846650.725878663, -10834535.65257449 3846649.581640936, -10834535.7668343 3846648.842553884, -10834528.97049728 3846646.785207599, -10834528.16269407 3846646.540674269, -10834530.3372427 3846638.422249153, -10834531.58240584 3846638.712787218, -10834532.32162168 3846638.885270916, -10834532.63044502 3846638.130029157, -10834533.75001185 3846638.472650073))"
253,Gable,Good,"POLYGON ((-10834750.72257208 3846642.448676571, -10834748.80409184 3846641.756750233, -10834748.47267177 3846642.317780957, -10834746.27133404 3846641.619279556, -10834746.54631799 3846640.942452975, -10834745.25305312 3846640.476019174, -10834747.37221566 3846633.514107257, -10834746.40911965 3846633.251637131, -10834746.70943308 3846631.374946736, -10834741.58312075 3846629.390567757, -10834743.94673658 3846622.489338681, -10834760.86466974 3846629.258275829, -10834755.50684652 3846644.174191095, -10834753.17379183 3846643.332742773, -10834752.96001408 3846643.905284129, -10834750.44117571 3846643.01628235, -10834750.72257208 3846642.448676571))"
254,Gable,Good,"POLYGON ((-10834786.1692 3846633.289899997, -10834789.8461 3846633.289899997, -10834789.8461 3846636.966799997, -10834786.1692 3846636.966799997, -10834786.1692 3846633.289899997))"
255,Gable,Good,"POLYGON ((-10834702.74333452 3846640.998242751, -10834700.07632918 3846648.935758658, -10834684.37063106 3846643.538247839, -10834684.26533881 3846643.113130458, -10834683.67190177 3846640.717128754, -10834683.48374595 3846638.045486838, -10834685.30853395 3846638.665914759, -10834686.12958458 3846638.94507198, -10834688.9870903 3846630.425471574, -10834688.26725606 3846630.065554455, -10834686.97625294 3846629.420052901, -10834688.35208903 3846625.080877542, -10834703.64503634 3846630.531305119, -10834702.35841198 3846633.774816997, -10834700.92299755 3846638.415904254, -10834701.30399831 3846638.564071208, -10834700.82615174 3846639.874295674, -10834700.64783033 3846640.363241479, -10834702.412773 3846640.898072593, -10834702.74333452 3846640.998242751))"
256,Gable,Good,"POLYGON ((-10834652.92673508 3846633.651145741, -10834650.90928311 3846639.571209684, -10834645.65067884 3846637.686049655, -10834641.1571 3846649.703100003, -10834629.6621 3846645.187800005, -10834636.3163 3846628.247800007, -10834652.92673508 3846633.651145741))"
257,Gable,Good,"POLYGON ((-10834864.81 3846650.134600006, -10834853.37957389 3846648.653546214, -10834847.27423215 3846648.155103892, -10834847.73725391 3846641.871237144, -10834848.84076756 3846641.861160494, -10834849.5536 3846636.360000007, -10834851.4874 3846636.610600002, -10834852.4062 3846629.519900002, -10834872.31048021 3846631.089444727, -10834871.5498016 3846638.233209021, -10834866.397 3846637.887000009, -10834864.81 3846650.134600006))"
258,Hip,Good,"POLYGON ((-10834794.87167773 3846650.830150932, -10834792.4485 3846649.664300002, -10834795.1213 3846642.336499996, -10834813.4407 3846649.018399999, -10834810.65996767 3846656.642149098, -10834807.04253541 3846655.407451756, -10834806.32815899 3846657.455330856, -10834807.1854107 3846657.688164651, -10834804.37553008 3846665.308179908, -10834791.9381 3846660.548299998, -10834791.16750366 3846658.952875517, -10834791.93479686 3846656.62453752, -10834792.70209006 3846656.809746236, -10834793.4248558 3846654.817733325, -10834793.17905428 3846654.635967754, -10834793.81405554 3846652.334088154, -10834794.30797558 3846652.383769058, -10834794.87167773 3846650.830150932))"
259,Gable,Good,"POLYGON ((-10834756.07429072 3846652.281217016, -10834754.6612365 3846654.499444053, -10834755.01842472 3846654.7772571, -10834754.83964852 3846655.581749961, -10834754.62154892 3846656.563198186, -10834757.45340384 3846657.529360451, -10834757.99499317 3846657.714137979, -10834755.45498809 3846664.699151956, -10834752.98646105 3846663.952512771, -10834752.44119811 3846663.789564341, -10834751.8460642 3846663.611712277, -10834750.83278498 3846667.301199503, -10834745.99809979 3846665.861848123, -10834731.38182533 3846660.631836519, -10834733.75139457 3846652.774843805, -10834741.7094 3846656.002100006, -10834743.6041 3846651.865400001, -10834741.06680625 3846649.600483686, -10834740.85657346 3846649.412819289, -10834742.65574372 3846645.867395528, -10834756.07429072 3846652.281217016))"
260,Gable,Good,"POLYGON ((-10834692.54937629 3846666.38849891, -10834677.34566299 3846661.210167013, -10834675.3419272 3846657.697232805, -10834673.65520507 3846654.356861524, -10834677.39245214 3846645.294864215, -10834698.72452611 3846653.133161157, -10834696.23117599 3846660.043386109, -10834695.98340175 3846659.896974064, -10834695.29984079 3846659.49305167, -10834694.74950635 3846660.699554101, -10834694.3896723 3846660.551387131, -10834692.54937629 3846666.38849891))"
261,Gable,Good,"POLYGON ((-10834775.3374 3846666.006300002, -10834771.0873 3846664.381800003, -10834773.6401 3846657.703000002, -10834777.8902 3846659.327500001, -10834775.3374 3846666.006300002))"
262,Gable,Good,"POLYGON ((-10834762.0676 3846670.701399997, -10834757.654 3846669.595899999, -10834758.4437 3846666.443300001, -10834762.8573 3846667.548799999, -10834762.0676 3846670.701399997))"
263,Gable,Good,"POLYGON ((-10834636.84665078 3846672.67991142, -10834633.45203982 3846681.847742289, -10834625.38840561 3846678.75299304, -10834625.29847557 3846679.138407469, -10834625.2031969 3846679.546744622, -10834616.57158934 3846676.23856438, -10834619.2607 3846667.94560001, -10834623.7032 3846668.928900003, -10834624.4056 3846665.7557, -10834633.9252 3846667.86280001, -10834633.2228 3846671.035999998, -10834636.84665078 3846672.67991142))"
264,Gable,Good,"POLYGON ((-10834552.43080377 3846644.106666759, -10834553.04151474 3846642.355398521, -10834569.63092297 3846647.435408697, -10834569.01654137 3846648.804081932, -10834565.49459523 3846659.811759882, -10834564.31777653 3846659.396340646, -10834564.15403699 3846659.913183689, -10834558.78298456 3846658.140471801, -10834558.76398658 3846657.435842201, -10834553.39702214 3846655.541293532, -10834553.62359923 3846654.542131267, -10834549.11574564 3846653.167825624, -10834552.43080377 3846644.106666759))"
265,Gable,Good,"POLYGON ((-10834587.90072116 3846663.69740957, -10834584.9487 3846663.175800011, -10834584.51040357 3846664.418527849, -10834584.05118447 3846665.720578998, -10834573.29585043 3846662.267759584, -10834574.02368976 3846659.265422352, -10834574.24835234 3846658.338689215, -10834573.36383009 3846657.762409568, -10834571.62897209 3846656.632123299, -10834573.49428833 3846651.353675224, -10834576.30631635 3846652.017444231, -10834577.74085934 3846652.306177139, -10834578.06398104 3846651.398359008, -10834578.57429851 3846649.964609943, -10834582.21549901 3846651.329446793, -10834582.70180677 3846650.361485749, -10834589.67247853 3846653.449371055, -10834590.55818988 3846653.841725633, -10834591.75057489 3846654.369931273, -10834589.50263803 3846659.816263452, -10834587.90072116 3846663.69740957))"
266,Gable,Good,"POLYGON ((-10834520.31952672 3846695.168295108, -10834507.14721304 3846690.532730274, -10834510.62119916 3846680.973315306, -10834513.2996052 3846681.828386322, -10834513.79933214 3846680.481036276, -10834514.09465611 3846679.6847919, -10834527.45614117 3846684.946306601, -10834524.24712672 3846693.791095115, -10834521.18042672 3846692.714995109, -10834520.31952672 3846695.168295108))"
267,Gable,Good,"POLYGON ((-10834528.36542772 3846702.967995435, -10834532.7623 3846687.013800003, -10834549.66442867 3846692.54339125, -10834545.72212912 3846704.290914752, -10834537.84626858 3846701.403951623, -10834536.59398586 3846705.560917288, -10834528.36542772 3846702.967995435))"
268,Hip,Good,"POLYGON ((-10834805.76724119 3846672.206322163, -10834801.92283767 3846679.827660322, -10834801.11673883 3846679.373458043, -10834800.97275662 3846679.667967089, -10834800.24361208 3846681.159399107, -10834799.03257555 3846680.706520543, -10834797.01612994 3846685.398032576, -10834779.50067823 3846677.248849623, -10834786.0834 3846663.434200004, -10834805.76724119 3846672.206322163))"
269,Gable,Good,"POLYGON ((-10834751.53894171 3846673.047431022, -10834753.23751074 3846673.552657165, -10834747.98552106 3846687.747581407, -10834730.00704759 3846681.476943858, -10834729.49110906 3846679.611627623, -10834730.99923708 3846675.484119363, -10834726.3161027 3846673.698178291, -10834729.29267116 3846665.403474204, -10834737.002 3846668.397399999, -10834738.26206411 3846665.377015807, -10834745.14124454 3846667.652437031, -10834744.66150674 3846668.803807773, -10834744.08290909 3846670.192442119, -10834751.53894171 3846673.047431022))"
270,Gable,Good,"POLYGON ((-10834654.35548794 3846690.33867944, -10834643.4747 3846685.908200003, -10834642.01306567 3846683.512803242, -10834640.87059631 3846681.640469417, -10834644.40713468 3846674.357814096, -10834659.38258135 3846681.448661633, -10834654.35548794 3846690.33867944))"
271,Gable,Good,"POLYGON ((-10834837.4307 3846686.108099997, -10834837.1705 3846682.750100002, -10834838.4885 3846682.839000002, -10834839.0487 3846681.107600003, -10834837.3778 3846680.388700001, -10834838.7007 3846677.897200003, -10834839.0535 3846675.2293, -10834840.8475 3846675.5484, -10834842.0331 3846671.884099998, -10834850.7106 3846675.112400003, -10834851.716 3846671.619900003, -10834859.5124 3846674.248099998, -10834852.3094 3846695.021399997, -10834863.848 3846699.453000002, -10834860.0027 3846710.071699999, -10834841.3055 3846703.1219, -10834842.0705 3846699.216899998, -10834837.4307 3846686.108099997))"
272,Gable,Good,"POLYGON ((-10834864.4791 3846694.001400001, -10834867.4476 3846686.090000004, -10834869.8818 3846687.003300004, -10834866.9134 3846694.914800003, -10834864.4791 3846694.001400001))"
273,Gable,Good,"POLYGON ((-10834677.9310126 3846699.19893156, -10834662.7627 3846693.807999998, -10834665.6966 3846685.193900004, -10834670.0036 3846686.66080001, -10834670.8419 3846684.199700005, -10834682.29983538 3846688.864223108, -10834683.60633648 3846689.396099433, -10834677.9310126 3846699.19893156))"
274,Gable,Good,"POLYGON ((-10834776.5992 3846683.29240001, -10834795.57679372 3846694.308335133, -10834791.40959788 3846701.293349095, -10834790.55434478 3846700.689315334, -10834789.28467068 3846702.302425869, -10834788.62352981 3846702.047413111, -10834785.89302435 3846706.611484729, -10834769.30361616 3846696.649902314, -10834774.51471437 3846687.108889848, -10834773.72764243 3846686.524673231, -10834774.99764497 3846684.789003082, -10834775.56292113 3846685.189725518, -10834776.5992 3846683.29240001))"
275,Gable,Good,"POLYGON ((-10834738.3706 3846696.313800007, -10834731.00893848 3846710.515904747, -10834722.41657754 3846705.753395207, -10834722.89465123 3846704.929130219, -10834723.37569404 3846704.099746078, -10834722.2462324 3846703.394764751, -10834722.15199367 3846701.387761474, -10834721.47096343 3846700.751704939, -10834718.64625749 3846698.113536179, -10834720.0152555 3846695.788881294, -10834717.65406801 3846694.74009192, -10834721.75511789 3846687.497108676, -10834722.3993 3846687.586999997, -10834738.3706 3846696.313800007))"
276,Gable,Good,"POLYGON ((-10834564.35324279 3846712.172206573, -10834560.4903184 3846710.373036295, -10834561.60903846 3846707.104618847, -10834561.83969609 3846706.430736743, -10834554.29905601 3846703.890731655, -10834557.52697913 3846694.762588389, -10834570.14762939 3846699.075305358, -10834571.04778054 3846700.579166941, -10834573.04107925 3846703.909324646, -10834570.20054616 3846711.643038847, -10834565.36527412 3846710.146572232, -10834564.35324279 3846712.172206573))"
277,Gable,Good,"POLYGON ((-10834528.4093 3846716.578500003, -10834532.026 3846718.037799999, -10834531.0532 3846720.448899999, -10834527.4365 3846718.989699997, -10834528.4093 3846716.578500003))"
278,Gable,Good,"POLYGON ((-10834530.9893 3846730.575499997, -10834534.5199 3846732.232199997, -10834533.4155 3846734.585900001, -10834529.8849 3846732.929300003, -10834530.9893 3846730.575499997))"
279,Gable,Good,"POLYGON ((-10834544.91625077 3846723.539390773, -10834556.98127491 3846728.301900297, -10834555.35408416 3846732.826284349, -10834554.75032842 3846732.553620465, -10834554.12376919 3846732.27065824, -10834553.3112 3846735.296300001, -10834558.7228 3846737.518400006, -10834555.90971027 3846746.00256072, -10834539.24092691 3846739.414422534, -10834540.5727447 3846735.686866701, -10834537.5065 3846734.427800007, -10834538.56623806 3846730.643467493, -10834538.99344416 3846730.806669824, -10834542.09843263 3846731.992845193, -10834543.17619445 3846728.68745628, -10834544.91625077 3846723.539390773))"
280,Gable,Good,"POLYGON ((-10834773.3294 3846708.053300001, -10834783.74813117 3846715.15489766, -10834781.2293799 3846718.525444813, -10834780.66308333 3846718.253174692, -10834774.90361112 3846726.990473576, -10834772.83404684 3846729.75992687, -10834758.54387242 3846719.364426911, -10834762.3009 3846714.557300009, -10834766.5339 3846717.577500001, -10834767.26355071 3846716.554861598, -10834766.82023973 3846716.177027695, -10834768.21724252 3846714.287898906, -10834768.70087461 3846714.540387265, -10834773.3294 3846708.053300001))"
281,Gable,Good,"POLYGON ((-10834603.4608 3846726.172300011, -10834608.6466 3846709.212499999, -10834619.9444 3846712.810800001, -10834615.1532 3846726.072300009, -10834613.33136158 3846725.361791179, -10834612.4037 3846729.056299999, -10834603.4608 3846726.172300011))"
282,Gable,Good,"POLYGON ((-10834719.54584263 3846730.425840415, -10834716.135 3846728.0352, -10834713.58157183 3846730.783967458, -10834702.67862137 3846723.917077392, -10834704.40881531 3846720.602452226, -10834702.996122 3846719.511756085, -10834710.29863662 3846708.280171096, -10834727.28492061 3846718.916442402, -10834719.54584263 3846730.425840415))"
283,Gable,Good,"POLYGON ((-10834615.1672 3846726.8904, -10834619.4697 3846728.3706, -10834618.4125 3846731.443800002, -10834614.11 3846729.963600002, -10834615.1672 3846726.8904))"
284,Gable,Good,"POLYGON ((-10834754.5832 3846722.524000004, -10834769.02963956 3846735.376865953, -10834763.43369086 3846741.250627697, -10834758.4526 3846736.609200008, -10834753.06729511 3846742.933381073, -10834743.73277643 3846734.593697719, -10834748.09661462 3846729.739490181, -10834747.32040905 3846728.630328648, -10834749.37357982 3846727.042825468, -10834749.91942533 3846727.711848214, -10834754.5832 3846722.524000004))"
285,Gable,Good,"POLYGON ((-10834654.54779472 3846733.116192967, -10834649.52070134 3846742.641212031, -10834644.89048374 3846740.29303024, -10834644.55975391 3846741.053708859, -10834637.11833277 3846736.853440046, -10834637.85515254 3846735.354392923, -10834638.07744927 3846734.902134039, -10834634.82049325 3846732.856469773, -10834639.33422262 3846724.3849255, -10834654.54779472 3846733.116192967))"
286,Gable,Good,"POLYGON ((-10834822.96827906 3846734.85316623, -10834814.36930353 3846729.826072842, -10834817.96764406 3846723.185017884, -10834836.3694517 3846732.776182905, -10834828.52454017 3846747.394441307, -10834818.76139565 3846741.838180207, -10834822.96827906 3846734.85316623))"
287,Gable,Good,"POLYGON ((-10834843.06 3846736.274700001, -10834845.7511 3846738.096799999, -10834843.929 3846740.787900001, -10834841.2378 3846738.965800002, -10834843.06 3846736.274700001))"
288,Gable,Good,"POLYGON ((-10834617.78201493 3846733.6215702, -10834613.0606 3846747.551700003, -10834605.99215801 3846744.882259391, -10834604.06598749 3846749.835269302, -10834596.1073049 3846747.062430434, -10834599.65325782 3846735.635582559, -10834600.35712179 3846735.987514548, -10834601.16138584 3846736.389646567, -10834603.84958562 3846728.40069408, -10834617.78201493 3846733.6215702))"
289,Gable,Good,"POLYGON ((-10834668.3669 3846757.035999998, -10834657.76259895 3846748.413446546, -10834659.33185684 3846746.334416837, -10834656.36796976 3846744.132817045, -10834662.1051 3846736.3543, -10834676.0133 3846747.219899997, -10834668.3669 3846757.035999998))"
290,Gable,Good,"POLYGON ((-10834741.06973986 3846754.701409824, -10834744.1179 3846759.119800009, -10834737.25973223 3846764.173512116, -10834724.13637264 3846746.658060402, -10834736.25431355 3846737.080124564, -10834746.18849992 3846751.08289165, -10834741.06973986 3846754.701409824))"
291,Gable,Good,"POLYGON ((-10834831.4595 3846759.643799998, -10834828.8453 3846764.8772, -10834824.7749 3846762.843999997, -10834827.389 3846757.610600002, -10834831.4595 3846759.643799998))"
292,Gable,Good,"POLYGON ((-10834606.13433862 3846755.975726008, -10834602.27969513 3846766.394252583, -10834604.12437853 3846767.316594288, -10834604.89907538 3846767.703942694, -10834603.03375914 3846772.585514963, -10834590.88935985 3846768.259568818, -10834594.98440981 3846755.680959679, -10834595.6121818 3846755.916731618, -10834596.41909187 3846753.54211054, -10834597.00124707 3846751.828910947, -10834606.13433862 3846755.975726008))"
293,Gable,Good,"POLYGON ((-10834496.59303807 3846728.784919545, -10834509.55044312 3846733.001826525, -10834504.03385473 3846749.77305717, -10834491.73845335 3846745.501328021, -10834492.68919972 3846742.227502227, -10834491.92895373 3846741.627820276, -10834493.48028486 3846737.031347066, -10834494.37505304 3846736.422389261, -10834496.59303807 3846728.784919545))"
294,Gable,Fair,"POLYGON ((-10834552.5604845 3846748.98511678, -10834551.2353845 3846752.653016783, -10834553.6806845 3846753.536416769, -10834549.57692832 3846764.89567633, -10834549.08344661 3846766.349059768, -10834540.12066825 3846763.008688495, -10834541.35430892 3846759.45004148, -10834538.7526845 3846758.510116778, -10834539.4151845 3846756.676116779, -10834536.46701835 3846755.271772057, -10834535.49045066 3846754.806588747, -10834537.3425377 3846749.415692545, -10834538.42607479 3846749.849107392, -10834540.98056581 3846750.87090379, -10834541.90660932 3846749.514911503, -10834539.02996941 3846748.177528165, -10834540.16206499 3846745.043889649, -10834540.3585213 3846744.57688126, -10834540.71598194 3846743.727139495, -10834552.5604845 3846748.98511678))"
295,Gable,Good,"POLYGON ((-10834535.361 3846766.870500006, -10834547.45625585 3846770.886673018, -10834544.51276038 3846779.287210651, -10834541.22386029 3846786.207749292, -10834540.63826043 3846787.568685554, -10834531.40428362 3846784.499512754, -10834531.52028389 3846784.108722962, -10834531.6925783 3846783.528285503, -10834532.70024184 3846780.599110208, -10834530.79491392 3846779.929653354, -10834533.77340833 3846771.485327527, -10834535.361 3846766.870500006))"
296,Gable,Good,"POLYGON ((-10834591.25427669 3846791.800774746, -10834582.0641 3846787.994099997, -10834587.43654044 3846771.474262744, -10834598.54883282 3846775.826279573, -10834595.73124453 3846783.47314091, -10834596.5514545 3846783.790641546, -10834595.83707808 3846785.722103737, -10834596.33978741 3846785.827937283, -10834595.17561842 3846788.764818162, -10834592.9948855 3846787.988980487, -10834592.42394625 3846787.785857871, -10834591.25427669 3846791.800774746))"
297,Gable,Good,"POLYGON ((-10834805.3073 3846773.882100001, -10834802.7038 3846776.36940001, -10834800.1285 3846774.023400001, -10834794.1873 3846780.302199997, -10834786.8507 3846771.809600003, -10834789.2637 3846769.555400006, -10834786.2263 3846766.7949, -10834793.7444 3846758.06750001, -10834804.7678 3846768.958099999, -10834802.61307081 3846771.268989705, -10834805.3073 3846773.882100001))"
298,Gable,Good,"POLYGON ((-10834641.7016 3846775.902800001, -10834638.7615 3846779.375299998, -10834634.2968 3846775.595200002, -10834637.2369 3846772.122599997, -10834641.7016 3846775.902800001))"
299,Gable,Good,"POLYGON ((-10834700.8429 3846780.795200013, -10834685.36 3846787.82940001, -10834679.89431283 3846777.531601503, -10834695.95455329 3846770.546587527, -10834700.8429 3846780.795200013))"
300,Gable,Good,"POLYGON ((-10834663.1526 3846789.581500001, -10834660.2138 3846782.840300001, -10834670.33401593 3846778.451030426, -10834676.88246653 3846793.056059651, -10834662.0079 3846799.607000008, -10834658.5181 3846791.601900004, -10834663.1526 3846789.581500001))"
301,Gable,Good,"POLYGON ((-10834789.3167 3846796.8961, -10834781.5644 3846802.955100007, -10834771.5367 3846788.9604, -10834776.405 3846804.359200001, -10834768.16337319 3846807.042540364, -10834767.96255083 3846806.438579202, -10834758.73915737 3846809.596387595, -10834752.4337 3846793.352499999, -10834769.4619 3846786.98340001, -10834767.7048 3846783.238600008, -10834775.0027 3846778.454599999, -10834782.02719455 3846787.484304897, -10834789.0343397 3846796.491707794, -10834789.3167 3846796.8961))"
302,Gable,Good,"POLYGON ((-10834383.4257 3846822.625, -10834389.1215 3846823.959200002, -10834387.1943 3846832.186499998, -10834381.4985 3846830.852300003, -10834383.4257 3846822.625))"
303,Gable,Good,"POLYGON ((-10834427.7373 3846776.246600002, -10834426.5676 3846779.278899997, -10834423.5354 3846778.109200001, -10834424.7051 3846775.077, -10834427.7373 3846776.246600002))"
304,Gable,Good,"POLYGON ((-10834376.4534 3846874.241300002, -10834375.9879 3846878.113399997, -10834369.5344 3846877.337499999, -10834369.9999 3846873.465400003, -10834376.4534 3846874.241300002))"
305,Gable,Good,"POLYGON ((-10834535.68971538 3846792.560225502, -10834535.21712204 3846794.144288346, -10834536.00060142 3846794.425541729, -10834534.41309824 3846799.518781088, -10834533.68857233 3846799.267760523, -10834532.83220966 3846802.138161339, -10834536.38404715 3846803.542337097, -10834534.13295291 3846808.97681798, -10834514.94634053 3846801.344409749, -10834517.06301143 3846796.528983437, -10834519.84048352 3846797.428296775, -10834520.4628671 3846796.029220052, -10834521.5609371 3846796.317316353, -10834523.88927509 3846788.326883696, -10834535.68971538 3846792.560225502))"
306,Mix,Good,"POLYGON ((-10834488.2105932 3846794.937434353, -10834486.33204778 3846799.768735699, -10834486.9644032 3846800.168257318, -10834485.94164218 3846802.472052358, -10834483.6901779 3846807.543532491, -10834481.21025459 3846806.926396318, -10834479.8537119 3846810.619319893, -10834474.93058469 3846808.701358654, -10834470.30514516 3846806.933394022, -10834474.90278183 3846794.904620774, -10834476.91308619 3846790.062482707, -10834488.2105932 3846794.937434353))"
307,Gable,Good,"POLYGON ((-10834579.1512 3846793.8508, -10834589.8701 3846796.535800003, -10834584.76424343 3846812.405386269, -10834574.96141133 3846808.635066234, -10834579.1512 3846793.8508))"
308,Gable,Good,"POLYGON ((-10834532.66659787 3846813.170850232, -10834527.4822 3846829.90290001, -10834517.9453 3846826.928300008, -10834521.38227392 3846815.890976936, -10834518.0983 3846814.69820001, -10834519.7916 3846809.194900014, -10834521.2204 3846809.794600002, -10834532.66659787 3846813.170850232))"
309,Gable,Good,"POLYGON ((-10834613.8813 3846792.766599998, -10834612.1146 3846798.343400002, -10834607.777 3846796.969300002, -10834609.5437 3846791.392399997, -10834613.8813 3846792.766599998))"
310,Gable,Good,"POLYGON ((-10834632.0485 3846799.624499999, -10834642.734 3846790.909900002, -10834652.9262 3846803.076200001, -10834647.7404 3846807.375699997, -10834648.0385 3846805.276799999, -10834641.7367 3846811.311700001, -10834632.0485 3846799.624499999))"
311,Gable,Good,"POLYGON ((-10834617.6175 3846805.191799998, -10834621.0341 3846807.072300002, -10834619.7804 3846809.350100003, -10834616.3638 3846807.469599999, -10834617.6175 3846805.191799998))"
312,Gable,Good,"POLYGON ((-10834628.47023427 3846830.335925899, -10834619.42146616 3846825.890917018, -10834620.8076 3846822.954500005, -10834617.9799 3846821.352600001, -10834625.0283 3846808.910300002, -10834637.12212657 3846814.976832673, -10834633.17982702 3846822.874660969, -10834632.79333782 3846822.661425553, -10834632.41253382 3846822.451326787, -10834628.47023427 3846830.335925899))"
313,Gable,Good,"POLYGON ((-10834726.71606538 3846824.3777178, -10834714.22822048 3846829.959342949, -10834714.44995751 3846830.600730248, -10834710.6822833 3846832.272900261, -10834709.01011329 3846829.140227325, -10834709.64641953 3846828.810565747, -10834705.8643 3846820.469300009, -10834721.5366 3846812.760499999, -10834726.71606538 3846824.3777178))"
314,Gable,Good,"POLYGON ((-10834777.74293294 3846828.649541236, -10834765.42598533 3846832.997264728, -10834762.13985376 3846823.048470519, -10834763.09721388 3846822.654263414, -10834763.82657589 3846822.353937887, -10834761.45359193 3846815.354283869, -10834772.20079193 3846812.080283873, -10834773.20979193 3846815.372883871, -10834781.45297641 3846812.52147238, -10834783.26537587 3846818.346286125, -10834775.10984289 3846821.005883098, -10834777.74293294 3846828.649541236))"
315,Gable,Good,"POLYGON ((-10834700.19843437 3846833.9233744, -10834687.27321894 3846839.504717425, -10834686.47314648 3846838.057497248, -10834683.50443616 3846839.41089499, -10834679.32938219 3846830.74836804, -10834695.8989466 3846824.16684445, -10834700.19843437 3846833.9233744))"
